Date,County.Name,Partially.Vaccinated,Fully.Vaccinated,First.Booster.Dose,Second.Booster.Dose
2021-03-13,Franklin,602,270,NA,NA
2021-03-13,Fulton,18,45,NA,NA
2021-03-13,Greene,33,61,NA,NA
2021-03-13,Huntingdon,34,197,NA,NA
2021-03-13,Indiana,965,387,NA,NA
2021-03-13,Jefferson,12,977,NA,NA
2021-03-13,Juniata,25,188,NA,NA
2021-03-13,Lackawanna,583,1210,NA,NA
2021-03-13,Lancaster,2746,3048,NA,NA
2021-03-13,Lawrence,166,313,NA,NA
2021-03-13,Lebanon,470,575,NA,NA
2021-03-13,Lehigh,566,1314,NA,NA
2021-03-13,Luzerne,535,1812,NA,NA
2021-03-13,Lycoming,258,809,NA,NA
2021-03-13,McKean,42,446,NA,NA
2021-03-13,Mercer,579,1106,NA,NA
2021-03-13,Mifflin,14,294,NA,NA
2021-03-13,Monroe,393,492,NA,NA
2021-03-13,Montgomery,4303,3017,NA,NA
2021-03-13,Montour,10,168,NA,NA
2021-03-13,Northampton,818,1082,NA,NA
2021-03-13,Northumberland,88,626,NA,NA
2021-03-13,Perry,96,196,NA,NA
2021-03-13,Philadelphia,9726,3458,NA,NA
2021-03-13,Pike,142,442,NA,NA
2021-03-13,Potter,15,148,NA,NA
2021-03-13,Schuylkill,382,833,NA,NA
2021-03-13,Snyder,25,229,NA,NA
2021-03-13,Somerset,546,202,NA,NA
2021-03-13,Sullivan,9,15,NA,NA
2021-03-13,Susquehanna,155,108,NA,NA
2021-03-13,Tioga,11,64,NA,NA
2021-03-13,Union,63,296,NA,NA
2021-03-13,Venango,100,226,NA,NA
2021-03-13,Warren,198,133,NA,NA
2021-03-13,Washington,768,1106,NA,NA
2021-03-13,Wayne,237,198,NA,NA
2021-03-13,Westmoreland,968,1885,NA,NA
2021-03-13,Wyoming,55,150,NA,NA
2021-03-13,York,1953,1907,NA,NA
2021-03-14,Adams,72,155,NA,NA
2021-03-14,Allegheny,904,2173,NA,NA
2021-03-14,Armstrong,26,138,NA,NA
2021-03-14,Beaver,36,102,NA,NA
2021-03-14,Bedford,4,62,NA,NA
2021-03-14,Berks,566,889,NA,NA
2021-03-14,Blair,24,266,NA,NA
2021-03-14,Bradford,1,452,NA,NA
2021-03-14,Bucks,1611,1150,NA,NA
2021-03-14,Butler,35,466,NA,NA
2021-03-14,Cambria,23,114,NA,NA
2021-03-14,Carbon,49,138,NA,NA
2021-03-14,Centre,46,391,NA,NA
2021-03-14,Chester,1260,1374,NA,NA
2021-03-14,Clarion,2,60,NA,NA
2021-03-14,Clearfield,5,234,NA,NA
2021-03-14,Clinton,NA,83,NA,NA
2021-03-14,Columbia,13,176,NA,NA
2021-03-14,Crawford,2,61,NA,NA
2021-03-14,Cumberland,353,441,NA,NA
2021-03-14,Dauphin,847,480,NA,NA
2021-03-14,Delaware,1998,1647,NA,NA
2021-03-14,Elk,1,9,NA,NA
2021-03-14,Erie,28,837,NA,NA
2021-03-14,Fayette,22,274,NA,NA
2021-03-14,Forest,1,3,NA,NA
2021-03-14,Franklin,42,384,NA,NA
2021-03-14,Fulton,NA,27,NA,NA
2021-03-14,Greene,2,86,NA,NA
2021-03-14,Huntingdon,NA,30,NA,NA
2021-03-14,Indiana,7,83,NA,NA
2021-03-14,Jefferson,1,68,NA,NA
2021-03-14,Juniata,3,31,NA,NA
2021-03-14,Lackawanna,143,406,NA,NA
2021-03-14,Lancaster,1232,935,NA,NA
2021-03-14,Lawrence,33,191,NA,NA
2021-03-14,Lebanon,234,216,NA,NA
2021-03-14,Lehigh,374,1143,NA,NA
2021-03-14,Luzerne,783,656,NA,NA
2021-03-14,Lycoming,81,60,NA,NA
2021-03-14,McKean,1,85,NA,NA
2021-03-14,Mercer,5,148,NA,NA
2021-03-14,Mifflin,10,70,NA,NA
2021-03-14,Monroe,165,289,NA,NA
2021-03-14,Montgomery,1724,2739,NA,NA
2021-03-14,Montour,11,36,NA,NA
2021-03-14,Northampton,500,970,NA,NA
2021-03-14,Northumberland,23,199,NA,NA
2021-03-14,Perry,35,86,NA,NA
2021-03-14,Philadelphia,5208,1606,NA,NA
2021-03-14,Pike,25,96,NA,NA
2021-03-14,Schuylkill,50,552,NA,NA
2021-03-14,Snyder,27,103,NA,NA
2021-03-14,Somerset,26,55,NA,NA
2021-03-14,Sullivan,1,24,NA,NA
2021-03-14,Susquehanna,6,44,NA,NA
2021-03-14,Tioga,2,33,NA,NA
2021-03-14,Union,79,105,NA,NA
2021-03-14,Venango,NA,71,NA,NA
2021-03-14,Warren,6,41,NA,NA
2021-03-14,Washington,85,414,NA,NA
2021-03-14,Wayne,23,69,NA,NA
2021-03-14,Westmoreland,271,694,NA,NA
2021-03-14,Wyoming,16,101,NA,NA
2021-03-14,York,849,1384,NA,NA
2021-03-15,Adams,519,280,NA,NA
2021-03-15,Allegheny,6313,4408,NA,NA
2021-03-15,Armstrong,228,122,NA,NA
2021-03-15,Beaver,223,1112,NA,NA
2021-03-15,Bedford,120,41,NA,NA
2021-03-15,Berks,1562,895,NA,NA
2021-03-15,Blair,558,100,NA,NA
2021-03-15,Bradford,12,141,NA,NA
2021-03-15,Bucks,2402,1472,NA,NA
2021-03-15,Butler,199,518,NA,NA
2021-03-15,Cambria,160,442,NA,NA
2021-03-15,Cameron,20,3,NA,NA
2021-03-15,Carbon,256,209,NA,NA
2021-03-15,Centre,658,605,NA,NA
2021-03-15,Chester,3765,1921,NA,NA
2021-03-15,Clarion,16,107,NA,NA
2021-03-15,Clearfield,65,99,NA,NA
2021-03-15,Clinton,53,181,NA,NA
2021-03-15,Columbia,91,440,NA,NA
2021-03-15,Crawford,41,74,NA,NA
2021-03-15,Cumberland,504,668,NA,NA
2021-03-15,Dauphin,573,661,NA,NA
2021-03-15,Delaware,2527,1295,NA,NA
2021-03-15,Elk,12,28,NA,NA
2021-03-15,Erie,774,968,NA,NA
2021-03-15,Fayette,149,231,NA,NA
2021-03-15,Forest,5,11,NA,NA
2021-03-15,Franklin,438,533,NA,NA
2021-03-15,Fulton,20,19,NA,NA
2021-03-15,Greene,24,66,NA,NA
2021-03-15,Huntingdon,536,100,NA,NA
2021-03-15,Indiana,108,109,NA,NA
2021-03-15,Jefferson,33,117,NA,NA
2021-03-15,Juniata,38,76,NA,NA
2021-03-15,Lackawanna,390,1107,NA,NA
2021-03-15,Lancaster,1297,2063,NA,NA
2021-03-15,Lawrence,145,291,NA,NA
2021-03-15,Lebanon,398,520,NA,NA
2021-03-15,Lehigh,871,1508,NA,NA
2021-03-15,Luzerne,844,1750,NA,NA
2021-03-15,Lycoming,409,462,NA,NA
2021-03-15,McKean,32,2,NA,NA
2021-03-15,Mercer,271,360,NA,NA
2021-03-15,Mifflin,89,249,NA,NA
2021-03-15,Monroe,573,384,NA,NA
2021-03-15,Montgomery,3636,2675,NA,NA
2021-03-15,Montour,15,141,NA,NA
2021-03-15,Northampton,1034,1083,NA,NA
2021-03-15,Northumberland,143,597,NA,NA
2021-03-15,Perry,44,102,NA,NA
2021-03-15,Philadelphia,7910,4526,NA,NA
2021-03-15,Pike,70,147,NA,NA
2021-03-15,Potter,4,8,NA,NA
2021-03-15,Schuylkill,169,553,NA,NA
2021-03-15,Snyder,15,214,NA,NA
2021-03-15,Somerset,450,145,NA,NA
2021-03-15,Sullivan,7,13,NA,NA
2021-03-15,Susquehanna,153,128,NA,NA
2021-03-15,Tioga,122,462,NA,NA
2021-03-15,Union,50,224,NA,NA
2021-03-15,Venango,13,120,NA,NA
2021-03-15,Warren,11,27,NA,NA
2021-03-15,Washington,611,755,NA,NA
2021-03-15,Wayne,75,340,NA,NA
2021-03-15,Westmoreland,856,834,NA,NA
2021-03-15,Wyoming,61,110,NA,NA
2021-03-15,York,1318,1304,NA,NA
2021-03-16,Adams,230,263,NA,NA
2021-03-16,Allegheny,9301,5312,NA,NA
2021-03-16,Armstrong,251,204,NA,NA
2021-03-16,Beaver,523,1106,NA,NA
2021-03-16,Bedford,138,67,NA,NA
2021-03-16,Berks,1612,1202,NA,NA
2021-03-16,Blair,394,358,NA,NA
2021-03-16,Bradford,202,80,NA,NA
2021-03-16,Bucks,5243,2721,NA,NA
2021-03-16,Butler,1599,871,NA,NA
2021-03-16,Cambria,636,653,NA,NA
2021-03-16,Cameron,7,7,NA,NA
2021-03-16,Carbon,358,160,NA,NA
2021-03-16,Centre,920,1178,NA,NA
2021-03-16,Chester,3754,2444,NA,NA
2021-03-16,Clarion,161,291,NA,NA
2021-03-16,Clearfield,470,575,NA,NA
2021-03-16,Clinton,85,134,NA,NA
2021-03-16,Columbia,264,240,NA,NA
2021-03-16,Crawford,74,240,NA,NA
2021-03-16,Cumberland,801,1149,NA,NA
2021-03-16,Dauphin,766,1143,NA,NA
2021-03-16,Delaware,3949,1859,NA,NA
2021-03-16,Elk,99,97,NA,NA
2021-03-16,Erie,678,1900,NA,NA
2021-03-16,Fayette,337,491,NA,NA
2021-03-16,Forest,26,26,NA,NA
2021-03-16,Franklin,430,496,NA,NA
2021-03-16,Fulton,22,24,NA,NA
2021-03-16,Greene,28,217,NA,NA
2021-03-16,Huntingdon,46,88,NA,NA
2021-03-16,Indiana,570,123,NA,NA
2021-03-16,Jefferson,339,51,NA,NA
2021-03-16,Juniata,183,49,NA,NA
2021-03-16,Lackawanna,1064,994,NA,NA
2021-03-16,Lancaster,1837,1810,NA,NA
2021-03-16,Lawrence,658,938,NA,NA
2021-03-16,Lebanon,462,672,NA,NA
2021-03-16,Lehigh,1896,2071,NA,NA
2021-03-16,Luzerne,980,1670,NA,NA
2021-03-16,Lycoming,287,370,NA,NA
2021-03-16,McKean,67,138,NA,NA
2021-03-16,Mercer,354,861,NA,NA
2021-03-16,Mifflin,162,128,NA,NA
2021-03-16,Monroe,1000,464,NA,NA
2021-03-16,Montgomery,5250,3208,NA,NA
2021-03-16,Montour,72,77,NA,NA
2021-03-16,Northampton,2057,1883,NA,NA
2021-03-16,Northumberland,438,318,NA,NA
2021-03-16,Perry,65,132,NA,NA
2021-03-16,Philadelphia,10053,4281,NA,NA
2021-03-16,Pike,124,104,NA,NA
2021-03-16,Potter,27,29,NA,NA
2021-03-16,Schuylkill,600,562,NA,NA
2021-03-16,Snyder,186,86,NA,NA
2021-03-16,Somerset,916,688,NA,NA
2021-03-16,Sullivan,33,15,NA,NA
2021-03-16,Susquehanna,141,137,NA,NA
2021-03-16,Tioga,172,94,NA,NA
2021-03-16,Union,263,69,NA,NA
2021-03-16,Venango,260,420,NA,NA
2021-03-16,Warren,237,73,NA,NA
2021-03-16,Washington,1766,1021,NA,NA
2021-03-16,Wayne,150,155,NA,NA
2021-03-16,Westmoreland,1406,1453,NA,NA
2021-03-16,Wyoming,118,116,NA,NA
2021-03-16,York,1507,1569,NA,NA
2021-03-17,Adams,453,426,NA,NA
2021-03-17,Allegheny,8941,6988,NA,NA
2021-03-17,Armstrong,603,189,NA,NA
2021-03-17,Beaver,608,1163,NA,NA
2021-03-17,Bedford,175,131,NA,NA
2021-03-17,Berks,1452,1395,NA,NA
2021-03-17,Blair,748,582,NA,NA
2021-03-17,Bradford,61,262,NA,NA
2021-03-17,Bucks,4788,2566,NA,NA
2021-03-17,Butler,1307,535,NA,NA
2021-03-17,Cambria,287,680,NA,NA
2021-03-17,Cameron,33,10,NA,NA
2021-03-17,Carbon,529,142,NA,NA
2021-03-17,Centre,1174,203,NA,NA
2021-03-17,Chester,3273,2501,NA,NA
2021-03-17,Clarion,130,23,NA,NA
2021-03-17,Clearfield,148,554,NA,NA
2021-03-17,Clinton,299,252,NA,NA
2021-03-17,Columbia,238,90,NA,NA
2021-03-17,Crawford,335,971,NA,NA
2021-03-17,Cumberland,1743,1379,NA,NA
2021-03-17,Dauphin,1402,885,NA,NA
2021-03-17,Delaware,3214,1759,NA,NA
2021-03-17,Elk,108,60,NA,NA
2021-03-17,Erie,1237,1855,NA,NA
2021-03-17,Fayette,355,488,NA,NA
2021-03-17,Forest,20,8,NA,NA
2021-03-17,Franklin,422,421,NA,NA
2021-03-17,Fulton,21,94,NA,NA
2021-03-17,Greene,134,252,NA,NA
2021-03-17,Huntingdon,335,111,NA,NA
2021-03-17,Indiana,178,125,NA,NA
2021-03-17,Jefferson,106,299,NA,NA
2021-03-17,Juniata,58,18,NA,NA
2021-03-17,Lackawanna,1313,634,NA,NA
2021-03-17,Lancaster,2366,2218,NA,NA
2021-03-17,Lawrence,165,422,NA,NA
2021-03-17,Lebanon,504,483,NA,NA
2021-03-17,Lehigh,2927,1190,NA,NA
2021-03-17,Luzerne,1382,1304,NA,NA
2021-03-17,Lycoming,384,283,NA,NA
2021-03-17,McKean,257,65,NA,NA
2021-03-17,Mercer,436,668,NA,NA
2021-03-17,Mifflin,236,45,NA,NA
2021-03-17,Monroe,1416,418,NA,NA
2021-03-17,Montgomery,4675,3190,NA,NA
2021-03-17,Montour,45,21,NA,NA
2021-03-17,Northampton,2303,973,NA,NA
2021-03-17,Northumberland,392,131,NA,NA
2021-03-17,Perry,178,117,NA,NA
2021-03-17,Philadelphia,10577,4292,NA,NA
2021-03-17,Pike,805,102,NA,NA
2021-03-17,Potter,33,43,NA,NA
2021-03-17,Schuylkill,823,657,NA,NA
2021-03-17,Snyder,134,34,NA,NA
2021-03-17,Somerset,145,264,NA,NA
2021-03-17,Sullivan,16,16,NA,NA
2021-03-17,Susquehanna,150,86,NA,NA
2021-03-17,Tioga,200,251,NA,NA
2021-03-17,Union,198,20,NA,NA
2021-03-17,Venango,107,107,NA,NA
2021-03-17,Warren,192,252,NA,NA
2021-03-17,Washington,1218,1014,NA,NA
2021-03-17,Wayne,466,243,NA,NA
2021-03-17,Westmoreland,3224,1220,NA,NA
2021-03-17,Wyoming,151,77,NA,NA
2021-03-17,York,1664,1951,NA,NA
2021-03-18,Adams,554,250,NA,NA
2021-03-18,Allegheny,8438,8748,NA,NA
2021-03-18,Armstrong,551,250,NA,NA
2021-03-18,Beaver,1473,572,NA,NA
2021-03-18,Bedford,221,46,NA,NA
2021-03-18,Berks,1835,1099,NA,NA
2021-03-18,Blair,1161,323,NA,NA
2021-03-18,Bradford,49,265,NA,NA
2021-03-18,Bucks,4995,2668,NA,NA
2021-03-18,Butler,952,1228,NA,NA
2021-03-18,Cambria,1534,546,NA,NA
2021-03-18,Cameron,2,50,NA,NA
2021-03-18,Carbon,455,146,NA,NA
2021-03-18,Centre,759,649,NA,NA
2021-03-18,Chester,3783,1690,NA,NA
2021-03-18,Clarion,161,193,NA,NA
2021-03-18,Clearfield,140,170,NA,NA
2021-03-18,Clinton,101,98,NA,NA
2021-03-18,Columbia,313,209,NA,NA
2021-03-18,Crawford,73,177,NA,NA
2021-03-18,Cumberland,1699,1242,NA,NA
2021-03-18,Dauphin,1879,998,NA,NA
2021-03-18,Delaware,4010,1459,NA,NA
2021-03-18,Elk,85,812,NA,NA
2021-03-18,Erie,1193,2206,NA,NA
2021-03-18,Fayette,499,1496,NA,NA
2021-03-18,Forest,17,28,NA,NA
2021-03-18,Franklin,463,462,NA,NA
2021-03-18,Fulton,146,6,NA,NA
2021-03-18,Greene,64,92,NA,NA
2021-03-18,Huntingdon,409,57,NA,NA
2021-03-18,Indiana,297,151,NA,NA
2021-03-18,Jefferson,149,45,NA,NA
2021-03-18,Juniata,70,34,NA,NA
2021-03-18,Lackawanna,1266,815,NA,NA
2021-03-18,Lancaster,2977,1691,NA,NA
2021-03-18,Lawrence,701,289,NA,NA
2021-03-18,Lebanon,978,598,NA,NA
2021-03-18,Lehigh,1758,1221,NA,NA
2021-03-18,Luzerne,1646,1222,NA,NA
2021-03-18,Lycoming,370,619,NA,NA
2021-03-18,McKean,238,89,NA,NA
2021-03-18,Mercer,261,508,NA,NA
2021-03-18,Mifflin,195,94,NA,NA
2021-03-18,Monroe,1130,364,NA,NA
2021-03-18,Montgomery,5041,2355,NA,NA
2021-03-18,Montour,83,81,NA,NA
2021-03-18,Northampton,1557,874,NA,NA
2021-03-18,Northumberland,377,243,NA,NA
2021-03-18,Perry,262,115,NA,NA
2021-03-18,Philadelphia,10365,3614,NA,NA
2021-03-18,Pike,210,126,NA,NA
2021-03-18,Potter,64,66,NA,NA
2021-03-18,Schuylkill,736,667,NA,NA
2021-03-18,Snyder,149,41,NA,NA
2021-03-18,Somerset,418,505,NA,NA
2021-03-18,Sullivan,42,14,NA,NA
2021-03-18,Susquehanna,174,56,NA,NA
2021-03-18,Tioga,154,510,NA,NA
2021-03-18,Union,306,84,NA,NA
2021-03-18,Venango,90,130,NA,NA
2021-03-18,Warren,254,108,NA,NA
2021-03-18,Washington,1215,1605,NA,NA
2021-03-18,Wayne,175,221,NA,NA
2021-03-18,Westmoreland,2465,2174,NA,NA
2021-03-18,Wyoming,148,65,NA,NA
2021-03-18,York,1881,1658,NA,NA
2021-03-19,Adams,621,586,NA,NA
2021-03-19,Allegheny,8631,8520,NA,NA
2021-03-19,Armstrong,752,240,NA,NA
2021-03-19,Beaver,1457,515,NA,NA
2021-03-19,Bedford,207,75,NA,NA
2021-03-19,Berks,1840,1108,NA,NA
2021-03-19,Blair,390,388,NA,NA
2021-03-19,Bradford,75,221,NA,NA
2021-03-19,Bucks,4362,2599,NA,NA
2021-03-19,Butler,1299,724,NA,NA
2021-03-19,Cambria,1277,287,NA,NA
2021-03-19,Cameron,42,9,NA,NA
2021-03-19,Carbon,464,187,NA,NA
2021-03-19,Centre,605,322,NA,NA
2021-03-19,Chester,3712,1731,NA,NA
2021-03-19,Clarion,142,287,NA,NA
2021-03-19,Clearfield,478,117,NA,NA
2021-03-19,Clinton,114,22,NA,NA
2021-03-19,Columbia,178,86,NA,NA
2021-03-19,Crawford,117,93,NA,NA
2021-03-19,Cumberland,2148,1344,NA,NA
2021-03-19,Dauphin,2059,1164,NA,NA
2021-03-19,Delaware,3610,1712,NA,NA
2021-03-19,Elk,108,71,NA,NA
2021-03-19,Erie,1801,522,NA,NA
2021-03-19,Fayette,443,1141,NA,NA
2021-03-19,Forest,29,44,NA,NA
2021-03-19,Franklin,936,379,NA,NA
2021-03-19,Fulton,125,51,NA,NA
2021-03-19,Greene,409,86,NA,NA
2021-03-19,Huntingdon,128,48,NA,NA
2021-03-19,Indiana,1268,109,NA,NA
2021-03-19,Jefferson,86,175,NA,NA
2021-03-19,Juniata,68,17,NA,NA
2021-03-19,Lackawanna,1543,772,NA,NA
2021-03-19,Lancaster,3187,2011,NA,NA
2021-03-19,Lawrence,287,202,NA,NA
2021-03-19,Lebanon,653,295,NA,NA
2021-03-19,Lehigh,2339,2027,NA,NA
2021-03-19,Luzerne,1250,783,NA,NA
2021-03-19,Lycoming,498,123,NA,NA
2021-03-19,McKean,202,100,NA,NA
2021-03-19,Mercer,623,629,NA,NA
2021-03-19,Mifflin,310,40,NA,NA
2021-03-19,Monroe,1050,497,NA,NA
2021-03-19,Montgomery,5776,2463,NA,NA
2021-03-19,Montour,64,30,NA,NA
2021-03-19,Northampton,2231,2015,NA,NA
2021-03-19,Northumberland,325,146,NA,NA
2021-03-19,Perry,282,132,NA,NA
2021-03-19,Philadelphia,10182,3976,NA,NA
2021-03-19,Pike,410,88,NA,NA
2021-03-19,Potter,81,125,NA,NA
2021-03-19,Schuylkill,673,533,NA,NA
2021-03-19,Snyder,182,31,NA,NA
2021-03-19,Somerset,371,174,NA,NA
2021-03-19,Sullivan,29,13,NA,NA
2021-03-19,Susquehanna,182,60,NA,NA
2021-03-19,Tioga,215,127,NA,NA
2021-03-19,Union,181,38,NA,NA
2021-03-19,Venango,560,625,NA,NA
2021-03-19,Warren,147,33,NA,NA
2021-03-19,Washington,1431,927,NA,NA
2021-03-19,Wayne,677,179,NA,NA
2021-03-19,Westmoreland,2379,1361,NA,NA
2021-03-19,Wyoming,166,71,NA,NA
2021-03-19,York,2378,1880,NA,NA
2021-03-20,Adams,460,337,NA,NA
2021-03-20,Allegheny,6607,4190,NA,NA
2021-03-20,Armstrong,138,182,NA,NA
2021-03-20,Beaver,355,291,NA,NA
2021-03-20,Bedford,32,40,NA,NA
2021-03-20,Berks,2449,1311,NA,NA
2021-03-20,Blair,365,565,NA,NA
2021-03-20,Bradford,43,30,NA,NA
2021-03-20,Bucks,3161,3296,NA,NA
2021-03-20,Butler,321,1259,NA,NA
2021-03-20,Cambria,658,711,NA,NA
2021-03-20,Cameron,10,7,NA,NA
2021-03-20,Carbon,409,72,NA,NA
2021-03-20,Centre,1400,1431,NA,NA
2021-03-20,Chester,2640,1852,NA,NA
2021-03-20,Clarion,117,44,NA,NA
2021-03-20,Clearfield,103,138,NA,NA
2021-03-20,Clinton,77,29,NA,NA
2021-03-20,Columbia,477,29,NA,NA
2021-03-20,Crawford,348,921,NA,NA
2021-03-20,Cumberland,2183,1250,NA,NA
2021-03-20,Dauphin,1028,1058,NA,NA
2021-03-20,Delaware,5110,1601,NA,NA
2021-03-20,Elk,15,16,NA,NA
2021-03-20,Erie,594,325,NA,NA
2021-03-20,Fayette,172,236,NA,NA
2021-03-20,Forest,12,1,NA,NA
2021-03-20,Franklin,506,495,NA,NA
2021-03-20,Fulton,100,13,NA,NA
2021-03-20,Greene,25,11,NA,NA
2021-03-20,Huntingdon,74,538,NA,NA
2021-03-20,Indiana,233,633,NA,NA
2021-03-20,Jefferson,33,1116,NA,NA
2021-03-20,Juniata,77,24,NA,NA
2021-03-20,Lackawanna,2811,460,NA,NA
2021-03-20,Lancaster,3244,2115,NA,NA
2021-03-20,Lawrence,97,100,NA,NA
2021-03-20,Lebanon,469,496,NA,NA
2021-03-20,Lehigh,1085,536,NA,NA
2021-03-20,Luzerne,1389,263,NA,NA
2021-03-20,Lycoming,1384,75,NA,NA
2021-03-20,McKean,33,48,NA,NA
2021-03-20,Mercer,195,100,NA,NA
2021-03-20,Mifflin,135,46,NA,NA
2021-03-20,Monroe,1462,383,NA,NA
2021-03-20,Montgomery,4710,2583,NA,NA
2021-03-20,Montour,95,11,NA,NA
2021-03-20,Northampton,1338,713,NA,NA
2021-03-20,Northumberland,461,51,NA,NA
2021-03-20,Perry,838,107,NA,NA
2021-03-20,Philadelphia,10366,3838,NA,NA
2021-03-20,Pike,242,98,NA,NA
2021-03-20,Potter,7,21,NA,NA
2021-03-20,Schuylkill,653,178,NA,NA
2021-03-20,Snyder,147,24,NA,NA
2021-03-20,Somerset,150,368,NA,NA
2021-03-20,Sullivan,26,3,NA,NA
2021-03-20,Susquehanna,98,54,NA,NA
2021-03-20,Tioga,14,37,NA,NA
2021-03-20,Union,190,34,NA,NA
2021-03-20,Venango,76,65,NA,NA
2021-03-20,Warren,86,16,NA,NA
2021-03-20,Washington,911,695,NA,NA
2021-03-20,Wayne,442,81,NA,NA
2021-03-20,Westmoreland,1001,830,NA,NA
2021-03-20,Wyoming,147,44,NA,NA
2021-03-20,York,2135,1971,NA,NA
2021-03-21,Adams,269,80,NA,NA
2021-03-21,Allegheny,1177,963,NA,NA
2021-03-21,Armstrong,31,28,NA,NA
2021-03-21,Beaver,78,64,NA,NA
2021-03-21,Bedford,719,8,NA,NA
2021-03-21,Berks,1050,374,NA,NA
2021-03-21,Blair,67,21,NA,NA
2021-03-21,Bradford,4,4,NA,NA
2021-03-21,Bucks,1166,1061,NA,NA
2021-03-21,Butler,61,99,NA,NA
2021-03-21,Cambria,37,32,NA,NA
2021-03-21,Carbon,42,25,NA,NA
2021-03-21,Centre,63,40,NA,NA
2021-03-21,Chester,1387,1466,NA,NA
2021-03-21,Clarion,2,NA,NA,NA
2021-03-21,Clearfield,8,19,NA,NA
2021-03-21,Clinton,6,6,NA,NA
2021-03-21,Columbia,20,13,NA,NA
2021-03-21,Crawford,7,6,NA,NA
2021-03-21,Cumberland,286,620,NA,NA
2021-03-21,Dauphin,474,620,NA,NA
2021-03-21,Delaware,2016,1403,NA,NA
2021-03-21,Elk,1,NA,NA,NA
2021-03-21,Erie,77,51,NA,NA
2021-03-21,Fayette,71,11,NA,NA
2021-03-21,Franklin,49,43,NA,NA
2021-03-21,Fulton,21,4,NA,NA
2021-03-21,Greene,9,2,NA,NA
2021-03-21,Huntingdon,15,15,NA,NA
2021-03-21,Indiana,41,26,NA,NA
2021-03-21,Jefferson,10,1,NA,NA
2021-03-21,Juniata,4,8,NA,NA
2021-03-21,Lackawanna,359,81,NA,NA
2021-03-21,Lancaster,1541,1451,NA,NA
2021-03-21,Lawrence,151,53,NA,NA
2021-03-21,Lebanon,106,241,NA,NA
2021-03-21,Lehigh,429,301,NA,NA
2021-03-21,Luzerne,598,88,NA,NA
2021-03-21,Lycoming,109,22,NA,NA
2021-03-21,McKean,10,6,NA,NA
2021-03-21,Mercer,14,371,NA,NA
2021-03-21,Mifflin,13,19,NA,NA
2021-03-21,Monroe,199,222,NA,NA
2021-03-21,Montgomery,5292,1280,NA,NA
2021-03-21,Montour,6,10,NA,NA
2021-03-21,Northampton,460,637,NA,NA
2021-03-21,Northumberland,20,33,NA,NA
2021-03-21,Perry,24,56,NA,NA
2021-03-21,Philadelphia,8454,1782,NA,NA
2021-03-21,Pike,36,66,NA,NA
2021-03-21,Potter,NA,2,NA,NA
2021-03-21,Schuylkill,154,65,NA,NA
2021-03-21,Snyder,10,16,NA,NA
2021-03-21,Somerset,56,9,NA,NA
2021-03-21,Sullivan,3,1,NA,NA
2021-03-21,Susquehanna,8,7,NA,NA
2021-03-21,Tioga,3,13,NA,NA
2021-03-21,Union,14,21,NA,NA
2021-03-21,Venango,5,15,NA,NA
2021-03-21,Warren,7,1,NA,NA
2021-03-21,Washington,142,68,NA,NA
2021-03-21,Wayne,43,11,NA,NA
2021-03-21,Westmoreland,154,232,NA,NA
2021-03-21,Wyoming,41,5,NA,NA
2021-03-21,York,996,905,NA,NA
2021-03-22,Adams,437,446,NA,NA
2021-03-22,Allegheny,8056,2437,NA,NA
2021-03-22,Armstrong,412,132,NA,NA
2021-03-22,Beaver,453,174,NA,NA
2021-03-22,Bedford,101,53,NA,NA
2021-03-22,Berks,1232,443,NA,NA
2021-03-22,Blair,441,132,NA,NA
2021-03-22,Bradford,34,36,NA,NA
2021-03-22,Bucks,2069,1576,NA,NA
2021-03-22,Butler,897,765,NA,NA
2021-03-22,Cambria,689,43,NA,NA
2021-03-22,Cameron,36,25,NA,NA
2021-03-22,Carbon,237,80,NA,NA
2021-03-22,Centre,187,769,NA,NA
2021-03-22,Chester,3209,1647,NA,NA
2021-03-22,Clarion,90,255,NA,NA
2021-03-22,Clearfield,400,64,NA,NA
2021-03-22,Clinton,78,74,NA,NA
2021-03-22,Columbia,283,80,NA,NA
2021-03-22,Crawford,33,665,NA,NA
2021-03-22,Cumberland,587,508,NA,NA
2021-03-22,Dauphin,670,397,NA,NA
2021-03-22,Delaware,2710,1431,NA,NA
2021-03-22,Elk,59,40,NA,NA
2021-03-22,Erie,248,1457,NA,NA
2021-03-22,Fayette,181,77,NA,NA
2021-03-22,Forest,16,31,NA,NA
2021-03-22,Franklin,808,403,NA,NA
2021-03-22,Fulton,15,22,NA,NA
2021-03-22,Greene,63,9,NA,NA
2021-03-22,Huntingdon,33,60,NA,NA
2021-03-22,Indiana,111,23,NA,NA
2021-03-22,Jefferson,188,24,NA,NA
2021-03-22,Juniata,125,38,NA,NA
2021-03-22,Lackawanna,788,188,NA,NA
2021-03-22,Lancaster,2320,879,NA,NA
2021-03-22,Lawrence,300,127,NA,NA
2021-03-22,Lebanon,390,327,NA,NA
2021-03-22,Lehigh,1951,1074,NA,NA
2021-03-22,Luzerne,1669,259,NA,NA
2021-03-22,Lycoming,319,298,NA,NA
2021-03-22,McKean,12,26,NA,NA
2021-03-22,Mercer,191,526,NA,NA
2021-03-22,Mifflin,164,156,NA,NA
2021-03-22,Monroe,655,172,NA,NA
2021-03-22,Montgomery,3569,1937,NA,NA
